time_s,x_m,y_m,z_m
0.000000000,947.411962641,486.155060863,0.000000000
0.200000000,943.610503235,484.910510187,0.000000000
0.400000000,939.809043829,483.665959512,0.000000000
0.600000000,936.007584423,482.421408836,0.000000000
0.800000000,932.206125017,481.176858161,0.000000000
1.000000000,928.404665611,479.932307485,0.000000000
1.200000000,924.603206205,478.687756810,0.000000000
1.400000000,920.801746799,477.443206134,0.000000000
1.600000000,917.000287393,476.198655459,0.000000000
1.800000000,913.198827987,474.954104783,0.000000000
2.000000000,909.397368581,473.709554108,0.000000000
2.200000000,905.595909175,472.465003432,0.000000000
2.400000000,901.794449769,471.220452757,0.000000000
2.600000000,897.992990362,469.975902081,0.000000000
2.800000000,894.191530956,468.731351406,0.000000000
3.000000000,890.390071550,467.486800730,0.000000000
3.200000000,886.588612144,466.242250055,0.000000000
3.400000000,882.787152738,464.997699379,0.000000000
3.600000000,878.985693332,463.753148704,0.000000000
3.800000000,875.184233926,462.508598028,0.000000000
4.000000000,871.382774520,461.264047352,0.000000000
4.200000000,867.581315114,460.019496677,0.000000000
4.400000000,863.779855708,458.774946001,0.000000000
4.600000000,859.978396302,457.530395326,0.000000000
4.800000000,856.176936896,456.285844650,0.000000000
5.000000000,852.375477490,455.041293975,0.000000000
5.200000000,848.574018083,453.796743299,0.000000000
5.400000000,844.772558677,452.552192624,0.000000000
5.600000000,840.971099271,451.307641948,0.000000000
5.800000000,837.169639865,450.063091273,0.000000000
6.000000000,833.368180459,448.818540597,0.000000000
6.200000000,829.566721053,447.573989922,0.000000000
6.400000000,825.765261647,446.329439246,0.000000000
6.600000000,821.963802241,445.084888571,0.000000000
6.800000000,818.162342835,443.840337895,0.000000000
7.000000000,814.360883429,442.595787220,0.000000000
7.200000000,810.559424023,441.351236544,0.000000000
7.400000000,806.757964617,440.106685869,0.000000000
7.600000000,802.956505210,438.862135193,0.000000000
7.800000000,799.155045804,437.617584518,0.000000000
8.000000000,795.353586398,436.373033842,0.000000000
8.200000000,791.552126992,435.128483167,0.000000000
8.400000000,787.750667586,433.883932491,0.000000000
8.600000000,783.949208180,432.639381816,0.000000000
8.800000000,780.147748774,431.394831140,0.000000000
9.000000000,776.346289368,430.150280464,0.000000000
9.200000000,772.544829962,428.905729789,0.000000000
9.400000000,768.743370556,427.661179113,0.000000000
9.600000000,764.941911150,426.416628438,0.000000000
9.800000000,761.140451744,425.172077762,0.000000000
10.000000000,757.338992338,423.927527087,0.000000000
10.200000000,753.537532931,422.682976411,0.000000000
10.400000000,749.736073525,421.438425736,0.000000000
10.600000000,745.934614119,420.193875060,0.000000000
10.800000000,742.133154713,418.949324385,0.000000000
11.000000000,738.331695307,417.704773709,0.000000000
11.200000000,734.530235901,416.460223034,0.000000000
11.400000000,730.728776495,415.215672358,0.000000000
11.600000000,726.927317089,413.971121683,0.000000000
11.800000000,723.125857683,412.726571007,0.000000000
12.000000000,719.324398277,411.482020332,0.000000000
12.200000000,715.522938871,410.237469656,0.000000000
12.400000000,711.721479465,408.992918981,0.000000000
12.600000000,707.920020059,407.748368305,0.000000000
12.800000000,704.118560652,406.503817630,0.000000000
13.000000000,700.317101246,405.259266954,0.000000000
13.200000000,696.515641840,404.014716279,0.000000000
13.400000000,692.714182434,402.770165603,0.000000000
13.600000000,688.912723028,401.525614928,0.000000000
13.800000000,685.111263622,400.281064252,0.000000000
14.000000000,681.309804216,399.036513576,0.000000000
14.200000000,677.508344810,397.791962901,0.000000000
14.400000000,673.706885404,396.547412225,0.000000000
14.600000000,669.905425998,395.302861550,0.000000000
14.800000000,666.103966592,394.058310874,0.000000000
15.000000000,662.302507186,392.813760199,0.000000000
15.200000000,658.501047780,391.569209523,0.000000000
15.400000000,654.699588373,390.324658848,0.000000000
15.600000000,650.898128967,389.080108172,0.000000000
15.800000000,647.096669561,387.835557497,0.000000000
16.000000000,643.295210155,386.591006821,0.000000000
16.200000000,639.493750749,385.346456146,0.000000000
16.400000000,635.692291343,384.101905470,0.000000000
16.600000000,631.890831937,382.857354795,0.000000000
16.800000000,628.089372531,381.612804119,0.000000000
17.000000000,624.287913125,380.368253444,0.000000000
17.200000000,620.486453719,379.123702768,0.000000000
17.400000000,616.684994313,377.879152093,0.000000000
17.600000000,612.883534907,376.634601417,0.000000000
17.800000000,609.082075500,375.390050742,0.000000000
18.000000000,605.280616094,374.145500066,0.000000000
18.200000000,601.479156688,372.900949391,0.000000000
18.400000000,597.677697282,371.656398715,0.000000000
18.600000000,593.876237876,370.411848040,0.000000000
18.800000000,590.074778470,369.167297364,0.000000000
19.000000000,586.273319064,367.922746688,0.000000000
19.200000000,582.471859658,366.678196013,0.000000000
19.400000000,578.670400252,365.433645337,0.000000000
19.600000000,574.868940846,364.189094662,0.000000000
19.800000000,571.067481440,362.944543986,0.000000000
