time_s,x_m,y_m,z_m
0.000000000,259.508259818,46.440154567,0.000000000
0.200000000,259.455859489,48.285906243,0.000000000
0.400000000,259.403459161,50.131657918,0.000000000
0.600000000,259.351058832,51.977409594,0.000000000
0.800000000,259.298658504,53.823161270,0.000000000
1.000000000,259.246258175,55.668912945,0.000000000
1.200000000,259.193857846,57.514664621,0.000000000
1.400000000,259.141457518,59.360416297,0.000000000
1.600000000,259.089057189,61.206167972,0.000000000
1.800000000,259.036656861,63.051919648,0.000000000
2.000000000,258.984256532,64.897671324,0.000000000
2.200000000,258.931856204,66.743422999,0.000000000
2.400000000,258.879455875,68.589174675,0.000000000
2.600000000,258.827055547,70.434926351,0.000000000
2.800000000,258.774655218,72.280678026,0.000000000
3.000000000,258.722254890,74.126429702,0.000000000
3.200000000,258.669854561,75.972181378,0.000000000
3.400000000,258.617454233,77.817933053,0.000000000
3.600000000,258.565053904,79.663684729,0.000000000
3.800000000,258.512653576,81.509436404,0.000000000
4.000000000,258.460253247,83.355188080,0.000000000
4.200000000,258.407852919,85.200939756,0.000000000
4.400000000,258.355452590,87.046691431,0.000000000
4.600000000,258.303052262,88.892443107,0.000000000
4.800000000,258.250651933,90.738194783,0.000000000
5.000000000,258.198251605,92.583946458,0.000000000
5.200000000,258.145851276,94.429698134,0.000000000
5.400000000,258.093450948,96.275449810,0.000000000
5.600000000,258.041050619,98.121201485,0.000000000
5.800000000,257.988650291,99.966953161,0.000000000
6.000000000,257.936249962,101.812704837,0.000000000
6.200000000,257.883849634,103.658456512,0.000000000
6.400000000,257.831449305,105.504208188,0.000000000
6.600000000,257.779048977,107.349959864,0.000000000
6.800000000,257.726648648,109.195711539,0.000000000
7.000000000,257.674248320,111.041463215,0.000000000
7.200000000,257.621847991,112.887214891,0.000000000
7.400000000,257.569447663,114.732966566,0.000000000
7.600000000,257.517047334,116.578718242,0.000000000
7.800000000,257.464647006,118.424469918,0.000000000
8.000000000,257.412246677,120.270221593,0.000000000
8.200000000,257.359846349,122.115973269,0.000000000
8.400000000,257.307446020,123.961724945,0.000000000
8.600000000,257.255045692,125.807476620,0.000000000
8.800000000,257.202645363,127.653228296,0.000000000
9.000000000,257.150245034,129.498979971,0.000000000
9.200000000,257.097844706,131.344731647,0.000000000
9.400000000,257.045444377,133.190483323,0.000000000
9.600000000,256.993044049,135.036234998,0.000000000
9.800000000,256.940643720,136.881986674,0.000000000
10.000000000,256.888243392,138.727738350,0.000000000
10.200000000,256.835843063,140.573490025,0.000000000
10.400000000,256.783442735,142.419241701,0.000000000
10.600000000,256.731042406,144.264993377,0.000000000
10.800000000,256.678642078,146.110745052,0.000000000
11.000000000,256.626241749,147.956496728,0.000000000
11.200000000,256.573841421,149.802248404,0.000000000
11.400000000,256.521441092,151.648000079,0.000000000
11.600000000,256.469040764,153.493751755,0.000000000
11.800000000,256.416640435,155.339503431,0.000000000
12.000000000,256.364240107,157.185255106,0.000000000
12.200000000,256.311839778,159.031006782,0.000000000
12.400000000,256.259439450,160.876758458,0.000000000
12.600000000,256.207039121,162.722510133,0.000000000
12.800000000,256.154638793,164.568261809,0.000000000
13.000000000,256.102238464,166.414013485,0.000000000
13.200000000,256.049838136,168.259765160,0.000000000
13.400000000,255.997437807,170.105516836,0.000000000
13.600000000,255.945037479,171.951268512,0.000000000
13.800000000,255.892637150,173.797020187,0.000000000
14.000000000,255.840236822,175.642771863,0.000000000
14.200000000,255.787836493,177.488523538,0.000000000
14.400000000,255.735436165,179.334275214,0.000000000
14.600000000,255.683035836,181.180026890,0.000000000
14.800000000,255.630635508,183.025778565,0.000000000
15.000000000,255.578235179,184.871530241,0.000000000
15.200000000,255.525834851,186.717281917,0.000000000
15.400000000,255.473434522,188.563033592,0.000000000
15.600000000,255.421034194,190.408785268,0.000000000
15.800000000,255.368633865,192.254536944,0.000000000
16.000000000,255.316233537,194.100288619,0.000000000
16.200000000,255.263833208,195.946040295,0.000000000
16.400000000,255.211432879,197.791791971,0.000000000
16.600000000,255.159032551,199.637543646,0.000000000
16.800000000,255.106632222,201.483295322,0.000000000
17.000000000,255.054231894,203.329046998,0.000000000
17.200000000,255.001831565,205.174798673,0.000000000
17.400000000,254.949431237,207.020550349,0.000000000
17.600000000,254.897030908,208.866302025,0.000000000
17.800000000,254.844630580,210.712053700,0.000000000
18.000000000,254.792230251,212.557805376,0.000000000
18.200000000,254.739829923,214.403557052,0.000000000
18.400000000,254.687429594,216.249308727,0.000000000
18.600000000,254.635029266,218.095060403,0.000000000
18.800000000,254.582628937,219.940812079,0.000000000
19.000000000,254.530228609,221.786563754,0.000000000
19.200000000,254.477828280,223.632315430,0.000000000
19.400000000,254.425427952,225.478067105,0.000000000
19.600000000,254.373027623,227.323818781,0.000000000
19.800000000,254.320627295,229.169570457,0.000000000
20.000000000,254.268226966,231.015322132,0.000000000
20.200000000,254.215826638,232.861073808,0.000000000
20.400000000,254.163426309,234.706825484,0.000000000
20.600000000,254.111025981,236.552577159,0.000000000
20.800000000,254.058625652,238.398328835,0.000000000
21.000000000,254.006225324,240.244080511,0.000000000
21.200000000,253.953824995,242.089832186,0.000000000
21.400000000,253.901424667,243.935583862,0.000000000
21.600000000,253.849024338,245.781335538,0.000000000
21.800000000,253.796624010,247.627087213,0.000000000
22.000000000,253.744223681,249.472838889,0.000000000
22.200000000,253.691823353,251.318590565,0.000000000
22.400000000,253.639423024,253.164342240,0.000000000
22.600000000,253.587022696,255.010093916,0.000000000
22.800000000,253.534622367,256.855845592,0.000000000
23.000000000,253.482222039,258.701597267,0.000000000
23.200000000,253.429821710,260.547348943,0.000000000
23.400000000,253.377421382,262.393100619,0.000000000
23.600000000,253.325021053,264.238852294,0.000000000
23.800000000,253.272620725,266.084603970,0.000000000
24.000000000,253.220220396,267.930355646,0.000000000
24.200000000,253.167820067,269.776107321,0.000000000
24.400000000,253.115419739,271.621858997,0.000000000
24.600000000,253.063019410,273.467610672,0.000000000
24.800000000,253.010619082,275.313362348,0.000000000
25.000000000,252.958218753,277.159114024,0.000000000
25.200000000,252.905818425,279.004865699,0.000000000
25.400000000,252.853418096,280.850617375,0.000000000
25.600000000,252.801017768,282.696369051,0.000000000
25.800000000,252.748617439,284.542120726,0.000000000
26.000000000,252.696217111,286.387872402,0.000000000
26.200000000,252.643816782,288.233624078,0.000000000
26.400000000,252.591416454,290.079375753,0.000000000
26.600000000,252.539016125,291.925127429,0.000000000
26.800000000,252.486615797,293.770879105,0.000000000
27.000000000,252.434215468,295.616630780,0.000000000
27.200000000,252.381815140,297.462382456,0.000000000
27.400000000,252.329414811,299.308134132,0.000000000
27.600000000,252.277014483,301.153885807,0.000000000
27.800000000,252.224614154,302.999637483,0.000000000
28.000000000,252.172213826,304.845389159,0.000000000
28.200000000,252.119813497,306.691140834,0.000000000
28.400000000,252.067413169,308.536892510,0.000000000
28.600000000,252.015012840,310.382644186,0.000000000
28.800000000,251.962612512,312.228395861,0.000000000
29.000000000,251.910212183,314.074147537,0.000000000
29.200000000,251.857811855,315.919899213,0.000000000
29.400000000,251.805411526,317.765650888,0.000000000
29.600000000,251.753011198,319.611402564,0.000000000
29.800000000,251.700610869,321.457154240,0.000000000
30.000000000,251.648210541,323.302905915,0.000000000
30.200000000,251.595810212,325.148657591,0.000000000
30.400000000,251.543409884,326.994409266,0.000000000
30.600000000,251.491009555,328.840160942,0.000000000
30.800000000,251.438609227,330.685912618,0.000000000
31.000000000,251.386208898,332.531664293,0.000000000
31.200000000,251.333808570,334.377415969,0.000000000
31.400000000,251.281408241,336.223167645,0.000000000
31.600000000,251.229007912,338.068919320,0.000000000
31.800000000,251.176607584,339.914670996,0.000000000
32.000000000,251.124207255,341.760422672,0.000000000
32.200000000,251.071806927,343.606174347,0.000000000
32.400000000,251.019406598,345.451926023,0.000000000
32.600000000,250.967006270,347.297677699,0.000000000
