time_s,x_m,y_m,z_m
0.000000000,440.669824641,951.285429974,0.000000000
0.200000000,440.613199265,948.987104374,0.000000000
0.400000000,440.556573889,946.688778773,0.000000000
0.600000000,440.499948512,944.390453173,0.000000000
0.800000000,440.443323136,942.092127573,0.000000000
1.000000000,440.386697760,939.793801973,0.000000000
1.200000000,440.330072383,937.495476373,0.000000000
1.400000000,440.273447007,935.197150773,0.000000000
1.600000000,440.216821631,932.898825173,0.000000000
1.800000000,440.160196255,930.600499573,0.000000000
2.000000000,440.103570878,928.302173973,0.000000000
2.200000000,440.046945502,926.003848373,0.000000000
2.400000000,439.990320126,923.705522772,0.000000000
2.600000000,439.933694749,921.407197172,0.000000000
2.800000000,439.877069373,919.108871572,0.000000000
3.000000000,439.820443997,916.810545972,0.000000000
3.200000000,439.763818621,914.512220372,0.000000000
3.400000000,439.707193244,912.213894772,0.000000000
3.600000000,439.650567868,909.915569172,0.000000000
3.800000000,439.593942492,907.617243572,0.000000000
4.000000000,439.537317115,905.318917972,0.000000000
4.200000000,439.480691739,903.020592371,0.000000000
4.400000000,439.424066363,900.722266771,0.000000000
4.600000000,439.367440987,898.423941171,0.000000000
4.800000000,439.310815610,896.125615571,0.000000000
5.000000000,439.254190234,893.827289971,0.000000000
5.200000000,439.197564858,891.528964371,0.000000000
5.400000000,439.140939481,889.230638771,0.000000000
5.600000000,439.084314105,886.932313171,0.000000000
5.800000000,439.027688729,884.633987571,0.000000000
6.000000000,438.971063353,882.335661971,0.000000000
6.200000000,438.914437976,880.037336370,0.000000000
6.400000000,438.857812600,877.739010770,0.000000000
6.600000000,438.801187224,875.440685170,0.000000000
6.800000000,438.744561847,873.142359570,0.000000000
7.000000000,438.687936471,870.844033970,0.000000000
7.200000000,438.631311095,868.545708370,0.000000000
7.400000000,438.574685719,866.247382770,0.000000000
7.600000000,438.518060342,863.949057170,0.000000000
7.800000000,438.461434966,861.650731570,0.000000000
8.000000000,438.404809590,859.352405969,0.000000000
8.200000000,438.348184213,857.054080369,0.000000000
8.400000000,438.291558837,854.755754769,0.000000000
8.600000000,438.234933461,852.457429169,0.000000000
8.800000000,438.178308085,850.159103569,0.000000000
9.000000000,438.121682708,847.860777969,0.000000000
9.200000000,438.065057332,845.562452369,0.000000000
9.400000000,438.008431956,843.264126769,0.000000000
9.600000000,437.951806579,840.965801169,0.000000000
9.800000000,437.895181203,838.667475568,0.000000000
10.000000000,437.838555827,836.369149968,0.000000000
10.200000000,437.781930451,834.070824368,0.000000000
10.400000000,437.725305074,831.772498768,0.000000000
10.600000000,437.668679698,829.474173168,0.000000000
10.800000000,437.612054322,827.175847568,0.000000000
11.000000000,437.555428945,824.877521968,0.000000000
11.200000000,437.498803569,822.579196368,0.000000000
11.400000000,437.442178193,820.280870768,0.000000000
11.600000000,437.385552817,817.982545168,0.000000000
11.800000000,437.328927440,815.684219567,0.000000000
12.000000000,437.272302064,813.385893967,0.000000000
12.200000000,437.215676688,811.087568367,0.000000000
12.400000000,437.159051311,808.789242767,0.000000000
12.600000000,437.102425935,806.490917167,0.000000000
12.800000000,437.045800559,804.192591567,0.000000000
13.000000000,436.989175182,801.894265967,0.000000000
13.200000000,436.932549806,799.595940367,0.000000000
13.400000000,436.875924430,797.297614767,0.000000000
13.600000000,437.096071819,791.450123720,0.000000000
13.800000000,437.592991973,782.053467226,0.000000000
14.000000000,438.089912128,772.656810732,0.000000000
14.200000000,438.586832282,763.260154238,0.000000000
14.400000000,439.083752437,753.863497744,0.000000000
14.600000000,439.580672591,744.466841251,0.000000000
14.800000000,440.077592746,735.070184757,0.000000000
15.000000000,440.574512900,725.673528263,0.000000000
15.200000000,441.071433055,716.276871769,0.000000000
15.400000000,441.568353209,706.880215275,0.000000000
15.600000000,442.065273364,697.483558782,0.000000000
15.800000000,442.562193518,688.086902288,0.000000000
16.000000000,443.059113673,678.690245794,0.000000000
16.200000000,443.556033827,669.293589300,0.000000000
16.400000000,444.052953982,659.896932806,0.000000000
16.600000000,444.549874136,650.500276312,0.000000000
16.800000000,445.046794290,641.103619819,0.000000000
17.000000000,445.543714445,631.706963325,0.000000000
17.200000000,446.040634599,622.310306831,0.000000000
17.400000000,446.537554754,612.913650337,0.000000000
17.600000000,447.034474908,603.516993843,0.000000000
17.800000000,447.531395063,594.120337350,0.000000000
18.000000000,448.028315217,584.723680856,0.000000000
18.200000000,448.525235372,575.327024362,0.000000000
18.400000000,449.022155526,565.930367868,0.000000000
18.600000000,449.519075681,556.533711374,0.000000000
