Concurrency: 10 | Throughput: 1151.916711 | median: 7.884264 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004338286s | size: 69100 | mean: 8.678906 | min: 6.391451 | max: 568.729447
Concurrency: 60 | Throughput: 4085.364683 | median: 13.330472 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000273915s | size: 245003 | mean: 14.670069 | min: 6.541276 | max: 346.916239
Concurrency: 60 | Throughput: 4079.664772 | median: 13.435792 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.033854167s | size: 244904 | mean: 14.696603 | min: 6.440964 | max: 305.893236
Concurrency: 60 | Throughput: 4076.973892 | median: 13.527804 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000874781s | size: 244502 | mean: 14.712511 | min: 6.523733 | max: 123.307725
Concurrency: 60 | Throughput: 4075.749958 | median: 13.485653 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006625173s | size: 244452 | mean: 14.714796 | min: 6.486078 | max: 95.287380
Concurrency: 60 | Throughput: 4061.460158 | median: 13.481125 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000342365s | size: 243569 | mean: 14.764767 | min: 6.486658 | max: 583.834974
Concurrency: 60 | Throughput: 4102.078296 | median: 13.397879 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001292572s | size: 246010 | mean: 14.620930 | min: 6.475545 | max: 115.240779
Concurrency: 60 | Throughput: 4127.369713 | median: 13.299868 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.014735108s | size: 247600 | mean: 14.531165 | min: 6.565004 | max: 318.021809
Concurrency: 60 | Throughput: 4099.231849 | median: 13.420130 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001973308s | size: 245842 | mean: 14.634414 | min: 6.483419 | max: 315.495684
Concurrency: 60 | Throughput: 4083.419018 | median: 13.380620 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000945028s | size: 244889 | mean: 14.690762 | min: 6.504404 | max: 360.418828
Concurrency: 60 | Throughput: 4141.658483 | median: 13.343667 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002533052s | size: 248390 | mean: 14.482396 | min: 6.437559 | max: 103.427397
Concurrency: 80 | Throughput: 4389.847280 | median: 16.709382 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005504335s | size: 263255 | mean: 18.219899 | min: 6.511190 | max: 580.583884
Concurrency: 80 | Throughput: 4422.099970 | median: 16.601867 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000904958s | size: 265170 | mean: 18.086675 | min: 6.448643 | max: 416.087866
Concurrency: 80 | Throughput: 4419.145999 | median: 16.651283 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002090912s | size: 264998 | mean: 18.093557 | min: 6.475704 | max: 310.997685
Concurrency: 80 | Throughput: 4435.287425 | median: 16.612962 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.008286836s | size: 265994 | mean: 18.033795 | min: 6.676316 | max: 316.385602
Concurrency: 80 | Throughput: 4500.118163 | median: 16.376222 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001980003s | size: 269856 | mean: 17.767101 | min: 6.474604 | max: 346.847859
Concurrency: 80 | Throughput: 4510.830575 | median: 16.456852 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000480067s | size: 270492 | mean: 17.730838 | min: 6.466071 | max: 132.486763
Concurrency: 80 | Throughput: 4469.313652 | median: 16.512221 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000264214s | size: 268000 | mean: 17.892434 | min: 6.576156 | max: 152.177060
Concurrency: 80 | Throughput: 4469.834140 | median: 16.466189 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001555222s | size: 268035 | mean: 17.893829 | min: 6.628335 | max: 334.882418
Concurrency: 80 | Throughput: 4477.609472 | median: 16.419001 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00612641s | size: 268525 | mean: 17.860041 | min: 6.489855 | max: 355.148834
Concurrency: 80 | Throughput: 4490.580586 | median: 16.416911 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000704771s | size: 269278 | mean: 17.797720 | min: 6.572965 | max: 351.564517
Concurrency: 100 | Throughput: 4598.387602 | median: 20.012315 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.026257877s | size: 275845 | mean: 21.724188 | min: 6.579084 | max: 584.552331
Concurrency: 100 | Throughput: 4629.952296 | median: 19.967087 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.008609642s | size: 277636 | mean: 21.584672 | min: 6.727977 | max: 345.666767
Concurrency: 100 | Throughput: 4646.319582 | median: 19.848684 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000608029s | size: 278582 | mean: 21.516557 | min: 6.725075 | max: 575.628961
Concurrency: 100 | Throughput: 4613.102667 | median: 20.032408 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.012538192s | size: 276644 | mean: 21.671203 | min: 6.712789 | max: 345.272913
Concurrency: 100 | Throughput: 4620.836465 | median: 19.854069 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00558602s | size: 277079 | mean: 21.631395 | min: 6.611598 | max: 660.099011
Concurrency: 100 | Throughput: 4650.199523 | median: 19.765813 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006027396s | size: 278840 | mean: 21.502031 | min: 6.481044 | max: 590.625970
Concurrency: 100 | Throughput: 4624.988647 | median: 19.914074 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006417562s | size: 277329 | mean: 21.613073 | min: 6.664404 | max: 345.502595
Concurrency: 100 | Throughput: 4560.528827 | median: 20.084643 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005321835s | size: 273457 | mean: 21.917338 | min: 6.540118 | max: 589.843652
Concurrency: 100 | Throughput: 4679.386831 | median: 19.726146 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001237371s | size: 280570 | mean: 21.362786 | min: 6.671371 | max: 138.204075
Concurrency: 100 | Throughput: 4681.167795 | median: 19.813429 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000412783s | size: 280674 | mean: 21.353971 | min: 6.568029 | max: 114.637900
Concurrency: 200 | Throughput: 5110.802389 | median: 36.487769 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001145932s | size: 306254 | mean: 39.090705 | min: 6.643288 | max: 396.103838
Concurrency: 200 | Throughput: 5046.584257 | median: 37.075261 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000187169s | size: 302396 | mean: 39.625640 | min: 6.638613 | max: 358.295471
Concurrency: 200 | Throughput: 5125.042740 | median: 36.450227 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.014914139s | size: 307180 | mean: 39.021651 | min: 6.593340 | max: 345.337336
Concurrency: 200 | Throughput: 5155.217338 | median: 36.434427 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00542358s | size: 308943 | mean: 38.763486 | min: 6.604816 | max: 178.998343
Concurrency: 200 | Throughput: 5106.671340 | median: 36.810455 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005623934s | size: 306029 | mean: 39.140833 | min: 6.600260 | max: 338.595099
Concurrency: 200 | Throughput: 5132.520206 | median: 36.882386 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000153456s | size: 307552 | mean: 38.937250 | min: 6.668347 | max: 354.127612
Concurrency: 200 | Throughput: 5168.348389 | median: 36.225657 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.01530405s | size: 309781 | mean: 38.648574 | min: 6.582087 | max: 331.012625
Concurrency: 200 | Throughput: 5078.676012 | median: 36.816361 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001858607s | size: 304329 | mean: 39.353179 | min: 6.702934 | max: 402.914535
Concurrency: 200 | Throughput: 5124.323211 | median: 36.465064 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001094254s | size: 307065 | mean: 39.015059 | min: 6.607935 | max: 402.186740
Concurrency: 200 | Throughput: 5093.185001 | median: 36.356418 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.012742506s | size: 305263 | mean: 39.230952 | min: 6.881708 | max: 596.611243
Concurrency: 300 | Throughput: 5254.608916 | median: 53.732245 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.008842716s | size: 314723 | mean: 57.089404 | min: 6.860564 | max: 641.381436
Concurrency: 300 | Throughput: 5287.951948 | median: 53.239357 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.0020581s | size: 316750 | mean: 56.672009 | min: 6.574154 | max: 652.463681
Concurrency: 300 | Throughput: 5364.634720 | median: 52.994607 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000730111s | size: 321285 | mean: 55.907320 | min: 6.772253 | max: 214.050632
Concurrency: 300 | Throughput: 5275.963453 | median: 53.815664 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00325871s | size: 316090 | mean: 56.836988 | min: 6.638930 | max: 659.093916
Concurrency: 300 | Throughput: 5207.786688 | median: 54.782340 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.008986293s | size: 311914 | mean: 57.588322 | min: 6.816408 | max: 429.430477
Concurrency: 300 | Throughput: 5057.826613 | median: 56.648146 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.01293109s | size: 302967 | mean: 59.314170 | min: 6.671317 | max: 437.271183
Concurrency: 300 | Throughput: 5000.710642 | median: 56.964400 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.007671208s | size: 299481 | mean: 59.969379 | min: 6.747279 | max: 366.485645
Concurrency: 300 | Throughput: 5130.232693 | median: 54.975116 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002541483s | size: 307232 | mean: 58.436368 | min: 6.715968 | max: 666.035086
Concurrency: 300 | Throughput: 5382.331491 | median: 52.687231 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000763712s | size: 322345 | mean: 55.740614 | min: 6.752928 | max: 377.864763
Concurrency: 300 | Throughput: 5277.763607 | median: 53.475512 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000413737s | size: 316068 | mean: 56.783855 | min: 6.923823 | max: 340.120526
Concurrency: 600 | Throughput: 3250.704943 | median: 174.371249 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011598544s | size: 193880 | mean: 184.940034 | min: 7.377274 | max: 537.712983
Concurrency: 600 | Throughput: 3077.080654 | median: 187.791984 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.0029771s | size: 183483 | mean: 195.349507 | min: 8.820327 | max: 1153.295099
Concurrency: 600 | Throughput: 3517.010245 | median: 161.715729 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.010345527s | size: 209860 | mean: 171.046567 | min: 8.249591 | max: 539.688022
Concurrency: 600 | Throughput: 3194.596868 | median: 174.498085 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004441232s | size: 190490 | mean: 188.065369 | min: 8.829469 | max: 646.313292
Concurrency: 600 | Throughput: 2689.833585 | median: 218.794353 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006686258s | size: 160208 | mean: 223.937598 | min: 31.126362 | max: 574.445127
Concurrency: 600 | Throughput: 3290.121726 | median: 176.234499 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.040027823s | size: 196341 | mean: 182.680421 | min: 15.164303 | max: 509.209068
Concurrency: 600 | Throughput: 2695.658102 | median: 216.239495 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.041738934s | size: 160770 | mean: 223.037462 | min: 7.461282 | max: 821.299977
Concurrency: 600 | Throughput: 3125.486447 | median: 188.388404 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011138486s | size: 186366 | mean: 192.591853 | min: 8.366118 | max: 712.385906
Concurrency: 600 | Throughput: 2923.274491 | median: 200.963078 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000523564s | size: 174198 | mean: 206.158772 | min: 9.485625 | max: 574.828720
Concurrency: 600 | Throughput: 3545.304651 | median: 153.583379 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004716367s | size: 211535 | mean: 169.286381 | min: 8.448308 | max: 822.574842
Concurrency: 800 | Throughput: 3636.850613 | median: 210.844091 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001914626s | size: 216619 | mean: 220.787182 | min: 7.671045 | max: 861.673170
Concurrency: 800 | Throughput: 3756.346130 | median: 203.010063 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.022956398s | size: 223868 | mean: 212.747733 | min: 6.972743 | max: 728.996841
Concurrency: 800 | Throughput: 4157.451599 | median: 184.627992 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000217458s | size: 247848 | mean: 192.874820 | min: 0.048141 | max: 629.055546
Concurrency: 800 | Throughput: 3878.019512 | median: 197.999227 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002018893s | size: 231089 | mean: 207.118741 | min: 0.056773 | max: 521.810785
Concurrency: 800 | Throughput: 3365.656609 | median: 226.441526 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002853377s | size: 200349 | mean: 238.799454 | min: 0.048303 | max: 670.419443
Concurrency: 800 | Throughput: 3051.635624 | median: 256.167165 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004542674s | size: 181757 | mean: 262.773155 | min: 0.098361 | max: 626.030116
Concurrency: 800 | Throughput: 4134.695576 | median: 186.341100 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.015784818s | size: 246547 | mean: 194.097787 | min: 0.044046 | max: 503.850626
Concurrency: 800 | Throughput: 3865.819819 | median: 190.253206 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002537845s | size: 230359 | mean: 207.586409 | min: 9.542956 | max: 807.187386
Concurrency: 800 | Throughput: 3335.052161 | median: 226.753770 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002359894s | size: 198511 | mean: 240.453880 | min: 0.046304 | max: 788.691442
Concurrency: 800 | Throughput: 3650.316369 | median: 206.074437 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00082674s | size: 217422 | mean: 219.815364 | min: 0.066183 | max: 1010.410435
Concurrency: 1000 | Throughput: 2717.732095 | median: 358.535644 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.009226176s | size: 161099 | mean: 369.296853 | min: 0.043751 | max: 2736.331703
Concurrency: 1000 | Throughput: 3308.680082 | median: 286.811015 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002779075s | size: 196911 | mean: 303.137032 | min: 0.046568 | max: 2751.413950
Concurrency: 1000 | Throughput: 3211.032082 | median: 296.829889 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005940487s | size: 190682 | mean: 312.440339 | min: 0.042779 | max: 8409.462042
Concurrency: 1000 | Throughput: 3591.438789 | median: 269.627345 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011046449s | size: 213526 | mean: 279.296479 | min: 0.043464 | max: 3507.500971
Concurrency: 1000 | Throughput: 3354.622313 | median: 289.173009 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00317806s | size: 199293 | mean: 299.458257 | min: 0.044649 | max: 7478.887000
Concurrency: 1000 | Throughput: 3490.890619 | median: 276.525568 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.118469157s | size: 207893 | mean: 286.701269 | min: 0.043517 | max: 4584.256193
Concurrency: 1000 | Throughput: 3812.940893 | median: 247.067895 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000667831s | size: 226779 | mean: 262.946979 | min: 0.041852 | max: 8457.890622
Concurrency: 1000 | Throughput: 3713.944144 | median: 262.160772 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.010595572s | size: 220877 | mean: 270.118256 | min: 0.042826 | max: 4497.107186
Concurrency: 1000 | Throughput: 3513.209547 | median: 276.651616 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002398708s | size: 210236 | mean: 284.064550 | min: 0.043547 | max: 7835.717309
Concurrency: 1000 | Throughput: 5095.118988 | median: 189.383315 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000365191s | size: 303710 | mean: 196.782551 | min: 0.045681 | max: 4770.573300
