time_s,x_m,y_m,z_m
0.000000000,829.816635777,979.167418721,0.000000000
0.200000000,829.465091609,979.185534156,0.000000000
0.400000000,829.113547441,979.203649591,0.000000000
0.600000000,828.762003272,979.221765026,0.000000000
0.800000000,828.410459104,979.239880461,0.000000000
1.000000000,828.058914936,979.257995897,0.000000000
1.200000000,827.707370768,979.276111332,0.000000000
1.400000000,827.355826600,979.294226767,0.000000000
1.600000000,827.004282432,979.312342202,0.000000000
1.800000000,826.652738264,979.330457637,0.000000000
2.000000000,826.301194096,979.348573072,0.000000000
2.200000000,825.949649927,979.366688507,0.000000000
2.400000000,825.598105759,979.384803943,0.000000000
2.600000000,825.246561591,979.402919378,0.000000000
2.800000000,824.895017423,979.421034813,0.000000000
3.000000000,824.543473255,979.439150248,0.000000000
3.200000000,824.191929087,979.457265683,0.000000000
3.400000000,823.840384919,979.475381118,0.000000000
3.600000000,823.488840750,979.493496553,0.000000000
3.800000000,823.137296582,979.511611989,0.000000000
4.000000000,822.785752414,979.529727424,0.000000000
4.200000000,822.434208246,979.547842859,0.000000000
4.400000000,822.082664078,979.565958294,0.000000000
4.600000000,821.731119910,979.584073729,0.000000000
4.800000000,821.379575742,979.602189164,0.000000000
5.000000000,821.028031573,979.620304599,0.000000000
5.200000000,820.676487405,979.638420035,0.000000000
5.400000000,820.324943237,979.656535470,0.000000000
5.600000000,819.973399069,979.674650905,0.000000000
5.800000000,819.621854901,979.692766340,0.000000000
6.000000000,819.270310733,979.710881775,0.000000000
6.200000000,818.918766565,979.728997210,0.000000000
6.400000000,818.567222397,979.747112645,0.000000000
6.600000000,818.215678228,979.765228081,0.000000000
6.800000000,817.864134060,979.783343516,0.000000000
7.000000000,817.512589892,979.801458951,0.000000000
7.200000000,817.161045724,979.819574386,0.000000000
7.400000000,816.809501556,979.837689821,0.000000000
7.600000000,816.457957388,979.855805256,0.000000000
7.800000000,816.106413220,979.873920691,0.000000000
8.000000000,815.754869051,979.892036126,0.000000000
