time_s,x_m,y_m,z_m
0.000000000,379.904483132,708.806319114,0.000000000
0.200000000,379.183947572,706.777586928,0.000000000
0.400000000,378.463412012,704.748854741,0.000000000
0.600000000,377.742876453,702.720122555,0.000000000
0.800000000,377.022340893,700.691390368,0.000000000
1.000000000,376.301805333,698.662658182,0.000000000
1.200000000,375.581269773,696.633925995,0.000000000
1.400000000,374.860734213,694.605193809,0.000000000
1.600000000,374.140198653,692.576461622,0.000000000
1.800000000,373.419663093,690.547729436,0.000000000
2.000000000,372.699127534,688.518997249,0.000000000
2.200000000,371.978591974,686.490265063,0.000000000
2.400000000,371.258056414,684.461532876,0.000000000
2.600000000,370.537520854,682.432800690,0.000000000
2.800000000,369.816985294,680.404068503,0.000000000
3.000000000,369.096449734,678.375336317,0.000000000
3.200000000,368.375914174,676.346604130,0.000000000
3.400000000,367.655378614,674.317871944,0.000000000
3.600000000,366.934843055,672.289139758,0.000000000
3.800000000,366.214307495,670.260407571,0.000000000
4.000000000,365.493771935,668.231675385,0.000000000
4.200000000,364.773236375,666.202943198,0.000000000
4.400000000,364.052700815,664.174211012,0.000000000
4.600000000,363.332165255,662.145478825,0.000000000
4.800000000,362.611629695,660.116746639,0.000000000
5.000000000,361.891094135,658.088014452,0.000000000
5.200000000,361.170558576,656.059282266,0.000000000
5.400000000,360.450023016,654.030550079,0.000000000
5.600000000,359.729487456,652.001817893,0.000000000
5.800000000,359.008951896,649.973085706,0.000000000
6.000000000,358.288416336,647.944353520,0.000000000
6.200000000,357.567880776,645.915621333,0.000000000
6.400000000,356.847345216,643.886889147,0.000000000
6.600000000,356.126809656,641.858156960,0.000000000
6.800000000,355.406274097,639.829424774,0.000000000
7.000000000,354.685738537,637.800692587,0.000000000
7.200000000,353.965202977,635.771960401,0.000000000
7.400000000,353.244667417,633.743228214,0.000000000
7.600000000,352.524131857,631.714496028,0.000000000
7.800000000,351.803596297,629.685763842,0.000000000
8.000000000,351.083060737,627.657031655,0.000000000
8.200000000,350.362525178,625.628299469,0.000000000
8.400000000,349.641989618,623.599567282,0.000000000
8.600000000,348.921454058,621.570835096,0.000000000
8.800000000,348.200918498,619.542102909,0.000000000
9.000000000,347.480382938,617.513370723,0.000000000
9.200000000,346.759847378,615.484638536,0.000000000
9.400000000,346.039311818,613.455906350,0.000000000
9.600000000,345.318776258,611.427174163,0.000000000
9.800000000,344.598240699,609.398441977,0.000000000
10.000000000,343.877705139,607.369709790,0.000000000
10.200000000,343.157169579,605.340977604,0.000000000
10.400000000,342.436634019,603.312245417,0.000000000
10.600000000,341.716098459,601.283513231,0.000000000
10.800000000,340.995562899,599.254781044,0.000000000
11.000000000,340.275027339,597.226048858,0.000000000
11.200000000,339.554491779,595.197316671,0.000000000
11.400000000,338.833956220,593.168584485,0.000000000
11.600000000,338.113420660,591.139852298,0.000000000
11.800000000,337.392885100,589.111120112,0.000000000
12.000000000,336.672349540,587.082387926,0.000000000
12.200000000,335.951813980,585.053655739,0.000000000
12.400000000,335.231278420,583.024923553,0.000000000
12.600000000,334.510742860,580.996191366,0.000000000
12.800000000,333.790207301,578.967459180,0.000000000
13.000000000,333.069671741,576.938726993,0.000000000
13.200000000,332.349136181,574.909994807,0.000000000
13.400000000,331.628600621,572.881262620,0.000000000
13.600000000,330.908065061,570.852530434,0.000000000
13.800000000,330.187529501,568.823798247,0.000000000
14.000000000,329.466993941,566.795066061,0.000000000
14.200000000,328.746458381,564.766333874,0.000000000
14.400000000,328.025922822,562.737601688,0.000000000
14.600000000,327.305387262,560.708869501,0.000000000
14.800000000,326.584851702,558.680137315,0.000000000
15.000000000,325.864316142,556.651405128,0.000000000
15.200000000,325.143780582,554.622672942,0.000000000
15.400000000,324.423245022,552.593940755,0.000000000
15.600000000,323.702709462,550.565208569,0.000000000
15.800000000,322.982173902,548.536476382,0.000000000
16.000000000,322.261638343,546.507744196,0.000000000
16.200000000,321.541102783,544.479012010,0.000000000
16.400000000,320.820567223,542.450279823,0.000000000
16.600000000,320.100031663,540.421547637,0.000000000
16.800000000,319.379496103,538.392815450,0.000000000
17.000000000,318.658960543,536.364083264,0.000000000
17.200000000,317.938424983,534.335351077,0.000000000
17.400000000,317.217889424,532.306618891,0.000000000
17.600000000,316.497353864,530.277886704,0.000000000
17.800000000,315.776818304,528.249154518,0.000000000
18.000000000,315.056282744,526.220422331,0.000000000
18.200000000,314.335747184,524.191690145,0.000000000
18.400000000,313.615211624,522.162957958,0.000000000
18.600000000,312.894676064,520.134225772,0.000000000
18.800000000,312.174140504,518.105493585,0.000000000
19.000000000,311.453604945,516.076761399,0.000000000
19.200000000,310.733069385,514.048029212,0.000000000
19.400000000,310.012533825,512.019297026,0.000000000
19.600000000,309.291998265,509.990564839,0.000000000
19.800000000,308.571462705,507.961832653,0.000000000
20.000000000,307.850927145,505.933100467,0.000000000
20.200000000,307.130391585,503.904368280,0.000000000
20.400000000,306.409856025,501.875636094,0.000000000
20.600000000,305.689320466,499.846903907,0.000000000
20.800000000,304.968784906,497.818171721,0.000000000
21.000000000,304.248249346,495.789439534,0.000000000
21.200000000,303.527713786,493.760707348,0.000000000
21.400000000,302.807178226,491.731975161,0.000000000
21.600000000,302.086642666,489.703242975,0.000000000
21.800000000,301.366107106,487.674510788,0.000000000
22.000000000,300.645571546,485.645778602,0.000000000
22.200000000,299.925035987,483.617046415,0.000000000
22.400000000,299.204500427,481.588314229,0.000000000
22.600000000,298.483964867,479.559582042,0.000000000
22.800000000,297.763429307,477.530849856,0.000000000
23.000000000,297.042893747,475.502117669,0.000000000
23.200000000,296.322358187,473.473385483,0.000000000
23.400000000,295.601822627,471.444653296,0.000000000
23.600000000,294.881287068,469.415921110,0.000000000
23.800000000,294.160751508,467.387188923,0.000000000
24.000000000,293.440215948,465.358456737,0.000000000
24.200000000,292.719680388,463.329724551,0.000000000
24.400000000,291.999144828,461.300992364,0.000000000
24.600000000,291.278609268,459.272260178,0.000000000
24.800000000,290.558073708,457.243527991,0.000000000
25.000000000,289.837538148,455.214795805,0.000000000
25.200000000,289.117002589,453.186063618,0.000000000
25.400000000,288.396467029,451.157331432,0.000000000
25.600000000,287.675931469,449.128599245,0.000000000
25.800000000,286.955395909,447.099867059,0.000000000
26.000000000,286.234860349,445.071134872,0.000000000
26.200000000,285.514324789,443.042402686,0.000000000
26.400000000,284.793789229,441.013670499,0.000000000
26.600000000,284.073253669,438.984938313,0.000000000
26.800000000,283.352718110,436.956206126,0.000000000
27.000000000,282.632182550,434.927473940,0.000000000
27.200000000,281.911646990,432.898741753,0.000000000
27.400000000,281.191111430,430.870009567,0.000000000
27.600000000,280.470575870,428.841277380,0.000000000
27.800000000,279.750040310,426.812545194,0.000000000
28.000000000,279.029504750,424.783813007,0.000000000
28.200000000,278.308969191,422.755080821,0.000000000
28.400000000,277.588433631,420.726348635,0.000000000
28.600000000,276.867898071,418.697616448,0.000000000
28.800000000,276.147362511,416.668884262,0.000000000
29.000000000,275.426826951,414.640152075,0.000000000
29.200000000,274.706291391,412.611419889,0.000000000
29.400000000,273.985755831,410.582687702,0.000000000
29.600000000,273.265220271,408.553955516,0.000000000
29.800000000,272.544684712,406.525223329,0.000000000
30.000000000,271.824149152,404.496491143,0.000000000
30.200000000,271.103613592,402.467758956,0.000000000
30.400000000,270.383078032,400.439026770,0.000000000
30.600000000,269.662542472,398.410294583,0.000000000
30.800000000,268.942006912,396.381562397,0.000000000
31.000000000,268.221471352,394.352830210,0.000000000
31.200000000,267.500935792,392.324098024,0.000000000
31.400000000,266.780400233,390.295365837,0.000000000
31.600000000,266.059864673,388.266633651,0.000000000
31.800000000,265.339329113,386.237901464,0.000000000
32.000000000,264.618793553,384.209169278,0.000000000
32.200000000,263.898257993,382.180437092,0.000000000
32.400000000,263.177722433,380.151704905,0.000000000
32.600000000,262.457186873,378.122972719,0.000000000
32.800000000,261.736651313,376.094240532,0.000000000
33.000000000,261.016115754,374.065508346,0.000000000
33.200000000,260.295580194,372.036776159,0.000000000
33.400000000,259.575044634,370.008043973,0.000000000
33.600000000,258.854509074,367.979311786,0.000000000
